"projectID";"euroSciVocCode";"euroSciVocPath";"euroSciVocTitle";"euroSciVocDescription"
"101044479";"/23/49/337/1025";"/natural sciences/biological sciences/genetics/genomes";"genomes";""
"101054467";"/21/37/165/659";"/medical and health sciences/medical biotechnology/genetic engineering/gene therapy";"gene therapy";""
"101054467";"/21/39/227";"/medical and health sciences/clinical medicine/physiotherapy";"physiotherapy";""
"101069469";"/23/53/373";"/natural sciences/chemical sciences/electrochemistry";"electrochemistry";""
"101069469";"/23/53/69669548/1135";"/natural sciences/chemical sciences/catalysis/electrocatalysis";"electrocatalysis";""
"101069469";"/23/53/363/1099";"/natural sciences/chemical sciences/organic chemistry/aliphatic compounds";"aliphatic compounds";""
"101069469";"/25/67/425";"/engineering and technology/environmental engineering/energy and fuels";"energy and fuels";""
"101053242";"/31/113/613";"/humanities/history and archaeology/history";"history";""
"101053242";"/23/45/293/911/1585";"/natural sciences/earth and related environmental sciences/physical geography/cartography/geographic information systems";"geographic information systems";""
"101053242";"/23/43/251";"/natural sciences/physical sciences/optics";"optics";""
"101053242";"/29/101/553/1775";"/social sciences/sociology/demography/human migrations";"human migrations";""
"101082198";"/23/49/315/997/1613";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";""
"101082198";"/21/35/155";"/medical and health sciences/basic medicine/immunology";"immunology";""
"101082198";"/21/39/225";"/medical and health sciences/clinical medicine/oncology";"oncology";""
"101082198";"/21/35/159/647";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmacokinetics";"pharmacokinetics";""
"101043959";"/23/49/327";"/natural sciences/biological sciences/neurobiology";"neurobiology";""
"101043959";"/23/49/315/997/1609";"/natural sciences/biological sciences/biochemistry/biomolecules/nucleic acids";"nucleic acids";""
"101043959";"/23/49/315/997/1613";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";""
"101043959";"/23/49/313";"/natural sciences/biological sciences/cell biology";"cell biology";""
"101043959";"/21/35/145";"/medical and health sciences/basic medicine/pathology";"pathology";""
"101069237";"/23/49/315";"/natural sciences/biological sciences/biochemistry";"biochemistry";""
"101069237";"/23/47/307";"/natural sciences/computer and information sciences/software";"software";""
"101069256";"/23/49/315/997/1613";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";""
"101069256";"/21/35/153/637";"/medical and health sciences/basic medicine/neurology/amyotrophic lateral sclerosis";"amyotrophic lateral sclerosis";""
"101069295";"/23/43/259";"/natural sciences/physical sciences/electromagnetism and electronics";"electromagnetism and electronics";""
"101069295";"/25/69/435/1191/1699";"/engineering and technology/nanotechnology/nano-materials/two-dimensional nanostructures/graphene";"graphene";""
"101069295";"/23/53/365/72505310";"/natural sciences/chemical sciences/inorganic chemistry/transition metals";"transition metals";""
"101069295";"/25/69/435/1189";"/engineering and technology/nanotechnology/nano-materials/nanocrystals";"nanocrystals";""
"101069295";"/25/63/391";"/engineering and technology/materials engineering/coating and films";"coating and films";""
"101055029";"/23/49/315/997/1613";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";""
"101055029";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
"101055029";"/21/35/153/631/1433";"/medical and health sciences/basic medicine/neurology/muscular dystrophies/duchenne muscular dystrophy";"duchenne muscular dystrophy";""
"101055029";"/21/35/159/653/1439";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";""
"101055029";"/23/49/337/1021";"/natural sciences/biological sciences/genetics/RNA";"RNA";""
"101069207";"/23/47/307";"/natural sciences/computer and information sciences/software";"software";""
"101069207";"/21/39/225";"/medical and health sciences/clinical medicine/oncology";"oncology";""
"101069207";"/23/47/297/933/1589";"/natural sciences/computer and information sciences/artificial intelligence/machine learning/deep learning";"deep learning";""
"101069207";"/23/43/273/813";"/natural sciences/physical sciences/acoustics/ultrasound";"ultrasound";""
"101052764";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101052764";"/21/33/5029300";"/medical and health sciences/health sciences/personalized medicine";"personalized medicine";""
"101052764";"/23/53/365/71735538";"/natural sciences/chemical sciences/inorganic chemistry/metalloids";"metalloids";""
"101052764";"/25/75/469/1247";"/engineering and technology/mechanical engineering/manufacturing engineering/additive manufacturing";"additive manufacturing";""
"101054069";"/31/113/613";"/humanities/history and archaeology/history";"history";""
"101054069";"/23/43/273";"/natural sciences/physical sciences/acoustics";"acoustics";""
"101054069";"/31/107/587/1399";"/humanities/languages and literature/linguistics/phonetics";"phonetics";""
"101054069";"/29/99/549";"/social sciences/social geography/urban studies";"urban studies";""
"101054069";"/23/47/307/979/50814433";"/natural sciences/computer and information sciences/software/software applications/virtual reality";"virtual reality";""
"101043975";"/23/43/261/791/42674489";"/natural sciences/physical sciences/theoretical physics/particle physics/neutrinos";"neutrinos";""
"101043975";"/23/43/261/791/1527";"/natural sciences/physical sciences/theoretical physics/particle physics/particle accelerator";"particle accelerator";""
"101043975";"/23/43/261/791/1535";"/natural sciences/physical sciences/theoretical physics/particle physics/gluons";"gluons";""
"101043975";"/23/43/261/791/1537";"/natural sciences/physical sciences/theoretical physics/particle physics/quarks";"quarks";""
"101043738";"/23/47/297";"/natural sciences/computer and information sciences/artificial intelligence";"artificial intelligence";""
"101043738";"/23/45/275/823";"/natural sciences/earth and related environmental sciences/palaeontology/paleoclimatology";"paleoclimatology";""
"101043738";"/29/101/553";"/social sciences/sociology/demography";"demography";""
"101043738";"/31/113/611/1429";"/humanities/history and archaeology/archaeology/ethnoarchaeology";"ethnoarchaeology";""
"101043738";"/23/45/275/815";"/natural sciences/earth and related environmental sciences/palaeontology/paleoecology";"paleoecology";""
"101044048";"/23/43/257/767/1491";"/natural sciences/physical sciences/astronomy/observational astronomy/gravitational waves";"gravitational waves";""
"101044048";"/23/43/257/759/1487";"/natural sciences/physical sciences/astronomy/astrophysics/black holes";"black holes";""
"101044048";"/23/43/257/757/1483";"/natural sciences/physical sciences/astronomy/stellar astronomy/supernova";"supernova";""
"101043543";"/29/91/521";"/social sciences/economics and business/economics";"economics";""
"101043543";"/29/97/543/1337";"/social sciences/political sciences/government systems/democracy";"democracy";""
"101043543";"/29/93";"/social sciences/psychology";"psychology";""
"101043543";"/21/33/121/44109686/8132740";"/medical and health sciences/health sciences/infectious diseases/RNA viruses/coronaviruses";"coronaviruses";""
"101043543";"/23/47/297/925";"/natural sciences/computer and information sciences/artificial intelligence/heuristic programming";"heuristic programming";""
"101043543";"/29/97/537";"/social sciences/political sciences/public administration";"public administration";""
"101069247";"/23/53/373/1129";"/natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";""
"101069247";"/23/53/365/78089026";"/natural sciences/chemical sciences/inorganic chemistry/alkali metals";"alkali metals";""
"101069247";"/23/53/365/72505310";"/natural sciences/chemical sciences/inorganic chemistry/transition metals";"transition metals";""
"101043353";"/23/53/363";"/natural sciences/chemical sciences/organic chemistry";"organic chemistry";""
"101043353";"/21/35/155";"/medical and health sciences/basic medicine/immunology";"immunology";""
"101043353";"/23/53/69669548";"/natural sciences/chemical sciences/catalysis";"catalysis";""
"101043353";"/23/49/341";"/natural sciences/biological sciences/microbiology";"microbiology";""
"101043353";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101043314";"/23/43/269/811/34823946";"/natural sciences/physical sciences/classical mechanics/fluid mechanics/microfluidics";"microfluidics";""
"101043314";"/21/39/203";"/medical and health sciences/clinical medicine/embryology";"embryology";""
"101044011";"/29/101/559";"/social sciences/sociology/governance";"governance";""
"101044011";"/25/67/425/1169";"/engineering and technology/environmental engineering/energy and fuels/renewable energy";"renewable energy";""
"101044011";"/23/43/257/771/1511";"/natural sciences/physical sciences/astronomy/planetary sciences/planets";"planets";""
"101044011";"/23/45/30018/30032/30055";"/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";"climatic changes";""
"101044011";"/29/89";"/social sciences/law";"law";""
"101045309";"/23/45/275/815";"/natural sciences/earth and related environmental sciences/palaeontology/paleoecology";"paleoecology";""
"101045309";"/23/49/335/1009";"/natural sciences/biological sciences/ecology/ecosystems";"ecosystems";""
"101045309";"/23/45/293";"/natural sciences/earth and related environmental sciences/physical geography";"physical geography";""
"101053133";"/23/53/365/68548065";"/natural sciences/chemical sciences/inorganic chemistry/noble gases";"noble gases";""
"101053133";"/23/43/265";"/natural sciences/physical sciences/thermodynamics";"thermodynamics";""
"101053133";"/25/67/425/1169/1691";"/engineering and technology/environmental engineering/energy and fuels/renewable energy/hydrogen energy";"hydrogen energy";""
"101053133";"/23/47/307/979/1607";"/natural sciences/computer and information sciences/software/software applications/simulation software";"simulation software";""
"101053133";"/23/51/355/1059";"/natural sciences/mathematics/applied mathematics/mathematical model";"mathematical model";""
"101045149";"/23/53/373/1131";"/natural sciences/chemical sciences/electrochemistry/electrolysis";"electrolysis";""
"101045149";"/23/53/363/1099";"/natural sciences/chemical sciences/organic chemistry/aliphatic compounds";"aliphatic compounds";""
"101045149";"/23/49/341";"/natural sciences/biological sciences/microbiology";"microbiology";""
"101055060";"/23/49/327/1007";"/natural sciences/biological sciences/neurobiology/cognitive neuroscience";"cognitive neuroscience";""
"101055060";"/31/111/609";"/humanities/philosophy, ethics and religion/philosophy";"philosophy";""
"101054902";"/29/93/529";"/social sciences/psychology/psycholinguistics";"psycholinguistics";""
"101044629";"/29/101/555/1359";"/social sciences/sociology/industrial relations/automation";"automation";""
"101044629";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101044629";"/23/49/335/1009";"/natural sciences/biological sciences/ecology/ecosystems";"ecosystems";""
"101044629";"/25/73/30020/455/1225";"/engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications/radio technology";"radio technology";""
"101044445";"/23/49/327";"/natural sciences/biological sciences/neurobiology";"neurobiology";""
"101044445";"/23/49/313";"/natural sciences/biological sciences/cell biology";"cell biology";""
"101044445";"/21/39/179/681";"/medical and health sciences/clinical medicine/endocrinology/diabetes";"diabetes";""
"101044445";"/21/33/117/38005658";"/medical and health sciences/health sciences/nutrition/obesity";"obesity";""
"101044445";"/23/49/309";"/natural sciences/biological sciences/molecular biology";"molecular biology";""
"101054823";"/23/43/251/48354418/38063808";"/natural sciences/physical sciences/optics/microscopy/electron microscopy";"electron microscopy";""
"101081756";"/21/33/121/44109686";"/medical and health sciences/health sciences/infectious diseases/RNA viruses";"RNA viruses";""
"101081756";"/21/33/137";"/medical and health sciences/health sciences/public health";"public health";""
"101081756";"/29/101/553/1353";"/social sciences/sociology/demography/mortality";"mortality";""
"101081756";"/21/35/155/48479582";"/medical and health sciences/basic medicine/immunology/immunisation";"immunisation";""
"101081756";"/21/35/159/653/1439";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";""
"101055015";"/31/113/613";"/humanities/history and archaeology/history";"history";""
"101055015";"/31/109";"/humanities/arts";"arts";""
"101055015";"/29/97/543/1337";"/social sciences/political sciences/government systems/democracy";"democracy";""
"101055015";"/29/89";"/social sciences/law";"law";""
"101081998";"/1161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electrical engineering/electric energy";"electric energy";""
"101081998";"/469";"/engineering and technology/mechanical engineering/manufacturing engineering";"manufacturing engineering";""
"101081998";"/435";"/engineering and technology/nanotechnology/nano-materials";"nano-materials";""
"101081998";"/407";"/engineering and technology/materials engineering/nanocomposites";"nanocomposites";""
"101081998";"/1525";"/natural sciences/physical sciences/electromagnetism and electronics/superconductivity";"superconductivity";""
"101054289";"/23/49/309/989";"/natural sciences/biological sciences/molecular biology/molecular genetics";"molecular genetics";""
"101054289";"/23/49/315/997/1609";"/natural sciences/biological sciences/biochemistry/biomolecules/nucleic acids";"nucleic acids";""
"101054289";"/23/49/337/1015";"/natural sciences/biological sciences/genetics/DNA";"DNA";""
"101054289";"/23/49/315/997/1613";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";""
"101054289";"/29/101/555/1359";"/social sciences/sociology/industrial relations/automation";"automation";""
"101054289";"/23/49/337/1021";"/natural sciences/biological sciences/genetics/RNA";"RNA";""
"101054289";"/21/39/241";"/medical and health sciences/clinical medicine/clinical neurology";"clinical neurology";""
"101053085";"/23/51/359/1065";"/natural sciences/mathematics/pure mathematics/geometry";"geometry";""
"101053085";"/23/51/359/1067/1635";"/natural sciences/mathematics/pure mathematics/mathematical analysis/complex analysis";"complex analysis";""
"101062030";"/23/49/341/325";"/natural sciences/biological sciences/microbiology/virology";"virology";""
"101062030";"/23/49/315/997/1613";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";""
"101062030";"/21/39/225";"/medical and health sciences/clinical medicine/oncology";"oncology";""
"101062030";"/21/35/145";"/medical and health sciences/basic medicine/pathology";"pathology";""
"101044505";"/23/49/315/997/1613/1815";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/proteomics";"proteomics";""
"101044505";"/23/49/341/1029";"/natural sciences/biological sciences/microbiology/phycology";"phycology";""
"101044505";"/23/49/335/21057214";"/natural sciences/biological sciences/ecology/evolutionary ecology";"evolutionary ecology";""
"101061053";"/23/49/335/21057214";"/natural sciences/biological sciences/ecology/evolutionary ecology";"evolutionary ecology";""
"101061053";"/29/101/553/1775";"/social sciences/sociology/demography/human migrations";"human migrations";""
"101062366";"/23/49/337";"/natural sciences/biological sciences/genetics";"genetics";""
"101062366";"/25/63/409";"/engineering and technology/materials engineering/colors";"colors";""
"101062366";"/23/49/343";"/natural sciences/biological sciences/evolutionary biology";"evolutionary biology";""
"101062366";"/23/49/335/21057214";"/natural sciences/biological sciences/ecology/evolutionary ecology";"evolutionary ecology";""
"101042992";"/23/49/313";"/natural sciences/biological sciences/cell biology";"cell biology";""
"101042992";"/21/37/163/657";"/medical and health sciences/medical biotechnology/cells technologies/stem cells";"stem cells";""
"101042992";"/21/39/225";"/medical and health sciences/clinical medicine/oncology";"oncology";""
"101039339";"/23/43/251/48354418/38063808";"/natural sciences/physical sciences/optics/microscopy/electron microscopy";"electron microscopy";""
"101039339";"/23/43/251/1077";"/natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";""
"101042349";"/23/43/259/777";"/natural sciences/physical sciences/electromagnetism and electronics/semiconductivity";"semiconductivity";""
"101042349";"/23/53/365/71735538";"/natural sciences/chemical sciences/inorganic chemistry/metalloids";"metalloids";""
"101042349";"/25/67/425/1169/1685/98939167";"/engineering and technology/environmental engineering/energy and fuels/renewable energy/solar energy/photovoltaic";"photovoltaic";""
"101042349";"/23/43/261/791/1541";"/natural sciences/physical sciences/theoretical physics/particle physics/photons";"photons";""
"101043214";"/27/81/30021/499/84709101";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture/horticulture/arboriculture";"arboriculture";""
"101043214";"/21/35/161";"/medical and health sciences/basic medicine/physiology";"physiology";""
"101043214";"/27/79/481";"/agricultural sciences/agricultural biotechnology/biomass";"biomass";""
"101043214";"/23/47/307/979/1607";"/natural sciences/computer and information sciences/software/software applications/simulation software";"simulation software";""
"101043214";"/23/49/311";"/natural sciences/biological sciences/botany";"botany";""
"101042567";"/31/107/587";"/humanities/languages and literature/linguistics";"linguistics";""
"101042567";"/29/93/529";"/social sciences/psychology/psycholinguistics";"psycholinguistics";""
"101042567";"/23/47/297/931";"/natural sciences/computer and information sciences/artificial intelligence/computational intelligence";"computational intelligence";""
"101039349";"/21/39/221/711";"/medical and health sciences/clinical medicine/cardiology/paediatric cardiology";"paediatric cardiology";""
"101039349";"/21/37/167";"/medical and health sciences/medical biotechnology/tissue engineering";"tissue engineering";""
"101039349";"/21/39/237";"/medical and health sciences/clinical medicine/transplantation";"transplantation";""
"101042650";"/21/39/179/681";"/medical and health sciences/clinical medicine/endocrinology/diabetes";"diabetes";""
"101042650";"/21/35/153/639";"/medical and health sciences/basic medicine/neurology/multiple sclerosis";"multiple sclerosis";""
"101042650";"/21/35/155";"/medical and health sciences/basic medicine/immunology";"immunology";""
"101042650";"/21/33/121/44109686/8132740";"/medical and health sciences/health sciences/infectious diseases/RNA viruses/coronaviruses";"coronaviruses";""
"101042650";"/21/35/159/653/1439";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";""
"101042147";"/29/101/559";"/social sciences/sociology/governance";"governance";""
"101042147";"/31/111/605/1407";"/humanities/philosophy, ethics and religion/ethics/ethical principles";"ethical principles";""
"101042514";"/25/63/401";"/engineering and technology/materials engineering/crystals";"crystals";""
"101042514";"/23/47/297/933";"/natural sciences/computer and information sciences/artificial intelligence/machine learning";"machine learning";""
"101042514";"/23/53";"/natural sciences/chemical sciences";"chemical sciences";""
"101042514";"/23/51/355/1059";"/natural sciences/mathematics/applied mathematics/mathematical model";"mathematical model";""
"101040651";"/25/69/435/1191/1699";"/engineering and technology/nanotechnology/nano-materials/two-dimensional nanostructures/graphene";"graphene";""
"101040651";"/23/51/355/1061";"/natural sciences/mathematics/applied mathematics/numerical analysis";"numerical analysis";""
"101040651";"/23/43/259/1525";"/natural sciences/physical sciences/electromagnetism and electronics/superconductivity";"superconductivity";""
"101039672";"/44114657";"/natural sciences/biological sciences/genetics/epigenetics";"epigenetics";""
"101039467";"/21/35/159/79909316";"/medical and health sciences/basic medicine/pharmacology and pharmacy/drug discovery";"drug discovery";""
"101039467";"/23/51/359/1065";"/natural sciences/mathematics/pure mathematics/geometry";"geometry";""
"101039467";"/25/75/469/1247";"/engineering and technology/mechanical engineering/manufacturing engineering/additive manufacturing";"additive manufacturing";""
"101039467";"/21/39/225/719";"/medical and health sciences/clinical medicine/oncology/leukemia";"leukemia";""
"101041788";"/1377";"/social sciences/sociology/anthropology/social anthropology";"social anthropology";""
"101041788";"/551";"/social sciences/sociology/ideologies";"ideologies";""
"101040049";"/31/107/587";"/humanities/languages and literature/linguistics";"linguistics";""
"101040049";"/31/113/613";"/humanities/history and archaeology/history";"history";""
"101040049";"/23/51/359/1065";"/natural sciences/mathematics/pure mathematics/geometry";"geometry";""
"101040049";"/23/47/297/925";"/natural sciences/computer and information sciences/artificial intelligence/heuristic programming";"heuristic programming";""
"101040049";"/31/111/609";"/humanities/philosophy, ethics and religion/philosophy";"philosophy";""
"101039433";"/31/111/609/30040/1423";"/humanities/philosophy, ethics and religion/philosophy/history of philosophy/ancient philosophy";"ancient philosophy";""
"101039433";"/29";"/social sciences";"social sciences";""
"101042990";"/23/51/359/1071";"/natural sciences/mathematics/pure mathematics/topology";"topology";""
"101042990";"/23/51/359/1069";"/natural sciences/mathematics/pure mathematics/arithmetics";"arithmetics";""
"101042990";"/23/51/359/1065";"/natural sciences/mathematics/pure mathematics/geometry";"geometry";""
"101042990";"/23/51/359/1073/1651";"/natural sciences/mathematics/pure mathematics/algebra/algebraic geometry";"algebraic geometry";""
"101041711";"/23/47/297/933/1589";"/natural sciences/computer and information sciences/artificial intelligence/machine learning/deep learning";"deep learning";""
"101041711";"/23/47/297/931";"/natural sciences/computer and information sciences/artificial intelligence/computational intelligence";"computational intelligence";""
"101041316";"/29/97/67681549/59419741";"/social sciences/political sciences/political transitions/elections";"elections";""
"101041316";"/29/97/543/1337";"/social sciences/political sciences/government systems/democracy";"democracy";""
